Date,Open,High,Low,Close,Adj_Close,Volume
2000-01-01,272.500000,847.500000,257.500000,790.000000,790.000000,825010
2000-01-08,746.093750,749.375000,481.250000,550.000000,550.000000,814460
2000-01-15,580.000000,1143.750000,566.250000,1088.750000,1088.750000,804740
2000-01-22,1282.500000,1565.000000,815.000000,835.000000,835.000000,1244620
2000-01-29,775.000000,1290.000000,762.500000,1150.000000,1150.000000,1017660
2000-02-05,1183.750000,1193.750000,1050.625000,1121.250000,1121.250000,224940
2000-02-12,1164.375000,1386.250000,1135.000000,1310.000000,1310.000000,406430
2000-02-19,1351.250000,1390.000000,1146.250000,1152.500000,1152.500000,149560
2000-02-26,1145.000000,1290.000000,1001.250000,1208.750000,1208.750000,228230
2000-03-04,1203.750000,1510.000000,1081.875000,1497.500000,1497.500000,295580
2000-03-11,1407.500000,1530.000000,1151.875000,1218.750000,1218.750000,251050
2000-03-18,1230.000000,1235.000000,933.750000,1015.625000,1015.625000,227830
2000-03-25,1030.000000,1040.000000,797.500000,850.000000,850.000000,247730
2000-04-01,863.125000,970.000000,730.000000,887.500000,887.500000,232230
2000-04-08,924.531250,925.000000,543.750000,551.875000,551.875000,206180
2000-04-15,500.000000,790.000000,450.000000,628.750000,628.750000,234430
2000-04-22,600.000000,855.000000,546.250000,800.000000,800.000000,269570
2000-04-29,846.875000,875.000000,473.750000,560.000000,560.000000,766290
2000-05-06,520.000000,587.500000,480.000000,555.000000,555.000000,242680
2000-05-13,561.875000,590.000000,481.250000,506.250000,506.250000,110990
2000-05-20,500.625000,501.250000,380.000000,394.375000,394.375000,142860
2000-05-27,400.000000,561.250000,400.000000,548.750000,548.750000,116930
2000-06-03,549.687500,562.500000,510.000000,540.000000,540.000000,69200
2000-06-10,560.000000,567.500000,495.000000,510.000000,510.000000,68800
2000-06-17,510.000000,627.500000,504.375000,540.000000,540.000000,253720
2000-06-24,546.875000,646.250000,541.250000,625.000000,625.000000,102290
2000-07-01,620.000000,695.000000,579.375000,660.625000,660.625000,101760
2000-07-08,665.937500,716.250000,630.000000,700.000000,700.000000,125970
2000-07-15,703.750000,709.375000,586.875000,587.500000,587.500000,97250
2000-07-22,595.312500,596.875000,530.000000,533.125000,533.125000,76290
2000-07-29,551.250000,552.500000,360.000000,391.250000,391.250000,307530
2000-08-05,404.687500,451.250000,391.250000,416.250000,416.250000,154780
2000-08-12,423.750000,453.750000,414.375000,451.250000,451.250000,53860
2000-08-19,452.500000,488.125000,396.250000,487.500000,487.500000,171530
2000-08-26,484.375000,485.000000,426.875000,429.375000,429.375000,113590
2000-09-02,437.500000,458.750000,420.000000,433.125000,433.125000,121420
2000-09-09,428.125000,618.750000,410.000000,492.500000,492.500000,1497380
2000-09-16,490.000000,532.500000,430.000000,440.000000,440.000000,406240
2000-09-23,440.000000,472.500000,367.500000,372.500000,372.500000,255410
2000-09-30,381.250000,391.250000,250.625000,297.812500,297.812500,392260
2000-10-07,276.250000,291.250000,250.000000,275.000000,275.000000,148960
2000-10-14,279.375000,293.750000,231.250000,274.375000,274.375000,113920
2000-10-21,282.500000,325.000000,256.875000,265.000000,265.000000,169800
2000-10-28,262.812500,263.125000,225.000000,236.250000,236.250000,223180
2000-11-04,234.375000,252.500000,190.000000,210.000000,210.000000,256640
2000-11-11,201.250000,220.000000,180.000000,180.625000,180.625000,121430
2000-11-18,177.500000,180.000000,145.625000,165.000000,165.000000,101230
2000-11-25,171.250000,180.000000,104.375000,133.125000,133.125000,152740
2000-12-02,133.125000,160.000000,128.750000,140.625000,140.625000,189310
2000-12-09,147.500000,148.750000,109.375000,111.875000,111.875000,173670
2000-12-16,120.000000,120.000000,91.250000,111.875000,111.875000,200330
2000-12-23,113.125000,176.250000,112.500000,146.875000,146.875000,241270
2000-12-30,151.875000,173.125000,149.375000,152.500000,152.500000,178570
2001-01-06,154.687500,201.250000,145.625000,199.375000,199.375000,208770
2001-01-13,206.875000,330.000000,201.875000,248.125000,248.125000,942330
2001-01-20,259.375000,273.750000,225.000000,250.625000,250.625000,357430
2001-01-27,251.250000,290.000000,243.125000,255.625000,255.625000,207400
2001-02-03,251.250000,255.000000,191.250000,201.875000,201.875000,138210
2001-02-10,193.750000,205.000000,175.625000,196.875000,196.875000,179490
2001-02-17,198.125000,202.500000,165.625000,173.750000,173.750000,110720
2001-02-24,174.375000,178.125000,125.000000,150.000000,150.000000,141020
2001-03-03,147.500000,155.000000,138.750000,141.250000,141.250000,143460
2001-03-10,137.500000,141.250000,125.000000,133.125000,133.125000,97640
2001-03-17,134.375000,163.125000,125.000000,140.000000,140.000000,179330
2001-03-24,145.000000,150.625000,135.000000,143.125000,143.125000,115780
2001-03-31,142.812500,144.375000,128.750000,133.750000,133.750000,98610
2001-04-07,136.100006,155.000000,134.100006,149.300003,149.300003,82610
2001-04-14,154.899994,215.000000,150.899994,189.500000,189.500000,451450
2001-04-21,187.300003,199.600006,170.000000,188.600006,188.600006,171590
2001-04-28,190.899994,245.000000,188.899994,214.800003,214.800003,429840
2001-05-05,215.500000,240.000000,207.500000,212.500000,212.500000,160660
2001-05-12,225.000000,340.000000,213.899994,321.200012,321.200012,760390
2001-05-19,334.399994,373.500000,280.000000,354.000000,354.000000,950930
2001-05-26,365.299988,380.000000,281.700012,327.799988,327.799988,570810
2001-06-02,330.100006,330.100006,280.000000,281.399994,281.399994,404150
2001-06-09,260.100006,295.000000,207.000000,226.300003,226.300003,465820
2001-06-16,226.300003,237.399994,171.600006,187.300003,187.300003,268420
2001-06-23,180.800003,238.899994,167.500000,215.300003,215.300003,505850
2001-06-30,213.000000,222.699997,191.000000,202.500000,202.500000,124320
2001-07-07,199.100006,202.399994,169.199997,185.500000,185.500000,119210
2001-07-14,189.399994,189.899994,121.500000,124.599998,124.599998,788630
2001-07-21,129.100006,131.699997,111.000000,117.500000,117.500000,503310
2001-07-28,125.000000,136.000000,120.000000,133.199997,133.199997,295730
2001-08-04,134.000000,140.000000,120.000000,123.400002,123.400002,196580
2001-08-11,124.000000,124.199997,106.500000,108.800003,108.800003,167200
2001-08-18,107.599998,109.300003,98.800003,105.500000,105.500000,138570
2001-08-25,105.800003,110.800003,92.500000,99.699997,99.699997,132740
2001-09-01,100.199997,109.000000,87.500000,91.099998,91.099998,102900
2001-09-08,90.199997,99.000000,83.000000,97.800003,97.800003,90550
2001-09-15,96.500000,97.900002,60.099998,77.300003,77.300003,250200
2001-09-22,92.000000,114.000000,87.500000,96.199997,96.199997,340370
2001-09-29,96.800003,107.000000,89.000000,97.900002,97.900002,149250
2001-10-06,96.000000,100.400002,88.500000,93.500000,93.500000,145040
2001-10-13,95.000000,95.699997,78.199997,80.099998,80.099998,177790
2001-10-20,80.300003,93.300003,71.900002,93.000000,93.000000,210190
2001-10-27,92.000000,94.000000,75.300003,82.000000,82.000000,155410
2001-11-03,86.099998,91.000000,82.300003,83.199997,83.199997,111040
2001-11-10,85.199997,101.900002,82.000000,96.500000,96.500000,245950
2001-11-17,98.000000,98.400002,90.500000,92.400002,92.400002,68250
2001-11-24,92.000000,94.099998,82.199997,86.500000,86.500000,111360
2001-12-01,86.599998,88.500000,81.199997,82.400002,82.400002,124820
2001-12-08,81.500000,84.900002,75.000000,76.099998,76.099998,81670
2001-12-15,76.599998,82.699997,75.000000,78.500000,78.500000,106620
2001-12-22,78.099998,92.500000,77.500000,88.500000,88.500000,118490
2001-12-29,87.000000,93.099998,85.000000,89.900002,89.900002,118410
2002-01-05,89.000000,131.000000,86.199997,105.800003,105.800003,1329760
2002-01-12,102.000000,107.000000,90.000000,97.300003,97.300003,305630
2002-01-19,98.900002,107.800003,97.000000,99.500000,99.500000,188760
2002-01-26,101.400002,115.300003,92.000000,112.000000,112.000000,270150
2002-02-02,109.800003,114.000000,85.000000,86.500000,86.500000,258300
2002-02-09,89.900002,102.300003,87.500000,88.699997,88.699997,135440
2002-02-16,89.000000,97.000000,82.599998,86.199997,86.199997,113630
2002-02-23,85.400002,93.800003,85.000000,88.099998,88.099998,111800
2002-03-02,89.500000,103.000000,88.000000,100.400002,100.400002,183280
2002-03-09,99.000000,109.500000,97.500000,99.500000,99.500000,99850
2002-03-16,100.500000,108.900002,99.000000,101.300003,101.300003,96740
2002-03-23,101.300003,109.500000,99.000000,103.699997,103.699997,79300
2002-03-30,102.500000,115.800003,100.699997,102.300003,102.300003,208130
2002-04-06,105.000000,109.500000,101.400002,102.599998,102.599998,114840
2002-04-13,103.099998,114.500000,100.800003,108.300003,108.300003,134850
2002-04-20,108.099998,125.800003,106.000000,111.000000,111.000000,308050
2002-04-27,111.599998,112.800003,101.500000,105.400002,105.400002,142010
2002-05-04,103.099998,105.000000,94.000000,96.000000,96.000000,108640
2002-05-11,96.199997,111.599998,95.000000,105.500000,105.500000,86220
2002-05-18,104.800003,105.500000,91.199997,91.599998,91.599998,72230
2002-05-25,92.000000,97.800003,85.400002,86.500000,86.500000,60480
2002-06-01,86.699997,88.699997,68.400002,76.199997,76.199997,134370
2002-06-08,76.800003,78.800003,67.000000,70.000000,70.000000,73200
2002-06-15,72.300003,79.500000,69.199997,75.099998,75.099998,89350
2002-06-22,77.400002,82.500000,66.099998,79.099998,79.099998,145550
2002-06-29,80.000000,80.000000,65.800003,75.000000,75.000000,60580
2002-07-06,75.500000,80.000000,67.500000,69.099998,69.099998,69960
2002-07-13,66.800003,68.500000,60.099998,61.500000,61.500000,70230
2002-07-20,60.799999,63.000000,40.400002,51.400002,51.400002,164120
2002-07-27,53.299999,58.799999,47.500000,47.599998,47.599998,92920
2002-08-03,48.799999,58.500000,46.200001,53.700001,53.700001,70110
2002-08-10,54.000000,64.300003,53.500000,61.000000,61.000000,70170
2002-08-17,60.500000,62.700001,56.900002,60.099998,60.099998,62530
2002-08-24,61.900002,68.199997,56.599998,58.799999,58.799999,63630
2002-08-31,58.900002,59.700001,57.000000,58.000000,58.000000,39610
2002-09-07,58.500000,63.000000,55.000000,62.200001,62.200001,59860
2002-09-14,62.099998,62.299999,51.500000,54.000000,54.000000,53770
2002-09-21,53.299999,54.599998,50.000000,52.099998,52.099998,53600
2002-09-28,52.000000,52.099998,41.099998,41.700001,41.700001,73710
2002-10-05,43.000000,43.400002,33.900002,42.200001,42.200001,98680
2002-10-12,41.599998,54.000000,41.099998,52.500000,52.500000,98300
2002-10-19,52.500000,56.200001,49.200001,52.700001,52.700001,64850
2002-10-26,52.200001,68.199997,52.099998,60.000000,60.000000,107960
2002-11-02,60.500000,61.500000,55.000000,56.799999,56.799999,65990
2002-11-09,56.700001,56.799999,50.500000,52.900002,52.900002,67340
2002-11-16,53.400002,61.799999,52.500000,59.700001,59.700001,75650
2002-11-23,60.799999,73.000000,59.000000,70.099998,70.099998,103560
2002-11-30,70.500000,71.800003,53.500000,56.900002,56.900002,123820
2002-12-07,56.500000,57.500000,52.700001,55.099998,55.099998,53410
2002-12-14,55.500000,57.000000,49.400002,50.000000,50.000000,59960
2002-12-21,49.500000,52.400002,45.099998,46.099998,46.099998,51570
2002-12-28,45.599998,48.900002,42.599998,48.000000,48.000000,73030
2003-01-04,48.599998,52.400002,47.599998,50.099998,50.099998,62680
2003-01-11,50.000000,51.099998,43.200001,44.400002,44.400002,60340
2003-01-18,45.000000,46.500000,40.599998,42.700001,42.700001,58510
2003-01-25,41.799999,63.400002,40.400002,51.299999,51.299999,904510
2003-02-01,51.400002,58.500000,46.000000,50.500000,50.500000,339290
2003-02-08,50.700001,54.500000,49.099998,51.000000,51.000000,125910
2003-02-15,51.700001,54.900002,51.099998,54.000000,54.000000,66530
2003-02-22,55.500000,57.500000,52.500000,53.500000,53.500000,146570
2003-03-01,54.700001,55.000000,49.400002,51.099998,51.099998,78290
2003-03-08,50.099998,51.400002,49.500000,49.500000,49.500000,72460
2003-03-15,47.799999,52.799999,47.500000,50.299999,50.299999,108620
2003-03-22,50.500000,52.900002,49.000000,49.500000,49.500000,66700
2003-03-29,48.500000,51.500000,48.099998,48.799999,48.799999,79790
2003-04-05,50.000000,51.700001,48.500000,49.099998,49.099998,40630
2003-04-12,49.099998,50.400002,48.500000,49.000000,49.000000,43000
2003-04-19,49.000000,54.799999,48.400002,50.799999,50.799999,86500
2003-04-26,51.799999,53.099998,48.900002,50.900002,50.900002,138470
2003-05-03,50.799999,53.700001,50.000000,50.900002,50.900002,153100
2003-05-10,51.200001,61.799999,50.000000,53.900002,53.900002,345530
2003-05-17,52.500000,56.400002,49.500000,50.799999,50.799999,137970
2003-05-24,50.500000,55.200001,50.299999,54.299999,54.299999,210810
2003-05-31,54.000000,57.099998,52.200001,55.400002,55.400002,130930
2003-06-07,54.000000,56.500000,50.099998,51.099998,51.099998,111380
2003-06-14,52.400002,53.700001,50.700001,50.799999,50.799999,126910
2003-06-21,51.000000,51.400002,47.400002,48.000000,48.000000,118370
2003-06-28,48.400002,48.900002,43.599998,45.599998,45.599998,109350
2003-07-05,46.700001,51.000000,44.400002,50.200001,50.200001,94800
2003-07-12,50.200001,51.200001,41.900002,46.500000,46.500000,111990
2003-07-19,45.099998,46.299999,43.099998,44.900002,44.900002,69870
2003-07-26,45.099998,48.599998,43.099998,44.099998,44.099998,74620
2003-08-02,44.099998,45.000000,38.500000,42.000000,42.000000,100270
2003-08-09,42.799999,52.099998,40.000000,51.599998,51.599998,523960
2003-08-16,53.099998,56.799999,45.500000,51.299999,51.299999,1064440
2003-08-23,51.299999,54.900002,49.799999,51.099998,51.099998,233810
2003-08-30,51.400002,52.500000,49.299999,51.500000,51.500000,113380
2003-09-06,51.599998,52.000000,48.500000,49.900002,49.900002,171970
2003-09-13,51.099998,53.000000,49.000000,52.700001,52.700001,201090
2003-09-20,51.400002,65.800003,50.200001,51.799999,51.799999,670970
2003-09-27,53.900002,63.900002,51.099998,59.799999,59.799999,285920
2003-10-04,60.099998,67.500000,60.000000,63.900002,63.900002,371360
2003-10-11,64.800003,75.000000,63.799999,64.500000,64.500000,372940
2003-10-18,63.200001,68.800003,58.500000,59.099998,59.099998,228400
2003-10-25,60.599998,66.000000,59.500000,63.200001,63.200001,155530
2003-11-01,63.900002,69.400002,60.000000,60.099998,60.099998,338500
2003-11-08,61.200001,61.700001,48.799999,55.799999,55.799999,1202880
2003-11-15,56.700001,56.700001,49.000000,50.299999,50.299999,389650
2003-11-22,51.500000,57.900002,49.799999,57.799999,57.799999,452810
2003-11-29,57.900002,62.799999,55.599998,61.299999,61.299999,532470
2003-12-06,61.200001,61.799999,56.599998,59.200001,59.200001,295590
2003-12-13,60.000000,65.000000,57.299999,64.400002,64.400002,259290
2003-12-20,65.099998,71.000000,63.799999,68.199997,68.199997,264580
2003-12-27,66.900002,77.400002,66.599998,74.800003,74.800003,246610
2004-01-03,77.300003,83.099998,74.699997,80.500000,80.500000,335150
2004-01-10,82.500000,106.500000,81.599998,95.500000,95.500000,782990
2004-01-17,98.000000,104.800003,90.900002,94.800003,94.800003,510020
2004-01-24,96.000000,101.000000,90.500000,94.400002,94.400002,579380
2004-01-31,94.500000,95.099998,81.500000,88.500000,88.500000,459040
2004-02-07,87.099998,98.000000,85.599998,92.800003,92.800003,231780
2004-02-14,93.000000,97.900002,88.800003,89.000000,89.000000,210450
2004-02-21,90.900002,90.900002,69.500000,70.599998,70.599998,778600
2004-02-28,69.500000,85.800003,68.099998,84.199997,84.199997,766020
2004-03-06,83.500000,84.400002,67.500000,77.199997,77.199997,377440
2004-03-13,76.300003,79.099998,70.599998,75.199997,75.199997,292480
2004-03-20,75.000000,76.500000,70.599998,75.400002,75.400002,229920
2004-03-27,76.500000,80.000000,74.099998,79.400002,79.400002,263060
2004-04-03,79.099998,83.900002,76.599998,81.900002,81.900002,182760
2004-04-10,84.000000,98.400002,82.699997,96.500000,96.500000,848040
2004-04-17,96.500000,102.400002,88.000000,91.400002,91.400002,697270
2004-04-24,90.400002,97.300003,77.500000,77.699997,77.699997,478010
2004-05-01,79.099998,84.000000,73.500000,76.000000,76.000000,362410
2004-05-08,76.099998,83.800003,72.500000,77.099998,77.099998,310190
2004-05-15,76.400002,79.000000,72.900002,76.099998,76.099998,254160
2004-05-22,76.400002,85.500000,73.000000,76.099998,76.099998,514400
2004-05-29,76.800003,80.300003,71.400002,71.900002,71.900002,370870
2004-06-05,72.099998,77.699997,72.099998,72.800003,72.800003,295410
2004-06-12,72.500000,76.099998,68.500000,70.400002,70.400002,277710
2004-06-19,71.000000,76.000000,69.900002,75.500000,75.500000,323880
2004-06-26,76.000000,76.199997,72.500000,72.699997,72.699997,171590
2004-07-03,72.900002,73.800003,64.400002,65.699997,65.699997,291500
2004-07-10,65.199997,67.199997,59.299999,60.500000,60.500000,445510
2004-07-17,60.200001,63.500000,54.200001,56.000000,56.000000,289760
2004-07-24,55.400002,64.000000,53.299999,62.400002,62.400002,314830
2004-07-31,61.099998,63.099998,50.500000,50.900002,50.900002,255990
2004-08-07,51.900002,52.400002,46.200001,49.400002,49.400002,306450
2004-08-14,50.099998,58.000000,48.500000,57.099998,57.099998,255740
2004-08-21,58.700001,63.000000,56.700001,62.200001,62.200001,268550
2004-08-28,62.900002,69.500000,61.500000,65.699997,65.699997,305650
2004-09-04,64.699997,67.500000,61.299999,63.900002,63.900002,183450
2004-09-11,64.500000,64.800003,59.400002,59.599998,59.599998,221990
2004-09-18,59.200001,63.000000,57.000000,59.299999,59.299999,353410
2004-09-25,59.799999,64.900002,56.599998,63.900002,63.900002,353720
2004-10-02,64.500000,70.900002,63.599998,65.800003,65.800003,489310
2004-10-09,67.300003,72.699997,66.199997,68.099998,68.099998,524130
2004-10-16,68.699997,72.000000,66.900002,69.599998,69.599998,296590
2004-10-23,70.500000,70.900002,59.099998,59.900002,59.900002,407940
2004-10-30,59.700001,65.000000,57.500000,57.900002,57.900002,456840
2004-11-06,58.500000,59.900002,56.599998,59.099998,59.099998,255000
2004-11-13,59.099998,62.000000,57.500000,58.200001,58.200001,251060
2004-11-20,57.500000,58.799999,55.200001,58.099998,58.099998,182410
2004-11-27,58.500000,60.900002,56.900002,57.900002,57.900002,237070
2004-12-04,58.200001,59.200001,54.500000,55.099998,55.099998,237590
2004-12-11,55.000000,58.500000,54.500000,56.700001,56.700001,353710
2004-12-18,56.700001,59.599998,56.000000,59.500000,59.500000,221070
2004-12-25,59.200001,62.500000,57.500000,61.099998,61.099998,287790
2005-01-01,62.599998,62.599998,52.400002,52.900002,52.900002,272140
2005-01-08,52.599998,57.400002,51.099998,56.200001,56.200001,332220
2005-01-15,56.400002,58.200001,52.700001,53.000000,53.000000,156100
2005-01-22,53.200001,54.700001,51.799999,52.700001,52.700001,135920
2005-01-29,53.799999,61.000000,53.200001,58.799999,58.799999,358370
2005-02-05,58.599998,59.200001,54.799999,58.400002,58.400002,209470
2005-02-12,59.000000,65.000000,55.099998,62.200001,62.200001,431200
2005-02-19,63.299999,76.699997,61.099998,73.699997,73.699997,848950
2005-02-26,72.400002,82.000000,67.699997,75.400002,75.400002,693120
2005-03-05,75.500000,77.500000,71.000000,72.500000,72.500000,374410
2005-03-12,71.800003,75.400002,67.099998,70.599998,70.599998,330860
2005-03-19,70.300003,71.400002,63.900002,66.099998,66.099998,242260
2005-03-26,67.000000,68.300003,60.700001,64.099998,64.099998,291420
2005-04-02,65.500000,67.000000,60.099998,60.500000,60.500000,190140
2005-04-09,60.500000,62.000000,56.400002,57.000000,57.000000,292870
2005-04-16,56.799999,68.000000,56.599998,60.299999,60.299999,394220
2005-04-23,61.000000,62.900002,54.700001,55.500000,55.500000,344300
2005-04-30,56.299999,61.799999,52.099998,56.700001,56.700001,334070
2005-05-07,57.400002,58.000000,55.000000,56.000000,56.000000,160920
2005-05-14,56.299999,58.900002,54.500000,56.900002,56.900002,174870
2005-05-21,56.400002,65.800003,56.400002,63.099998,63.099998,317930
2005-05-28,62.799999,64.800003,60.599998,60.599998,60.599998,161060
2005-06-04,60.099998,63.599998,60.099998,60.500000,60.500000,194070
2005-06-11,60.200001,74.900002,59.599998,74.500000,74.500000,639500
2005-06-18,75.000000,76.300003,70.099998,71.300003,71.300003,390850
2005-06-25,70.300003,74.300003,66.099998,67.599998,67.599998,264720
2005-07-02,61.099998,63.200001,58.500000,60.799999,60.799999,572480
2005-07-09,60.500000,68.599998,58.700001,65.000000,65.000000,557260
2005-07-16,66.099998,67.400002,62.000000,65.699997,65.699997,279910
2005-07-23,65.599998,75.000000,64.300003,71.500000,71.500000,569740
2005-07-30,72.000000,74.500000,62.400002,63.000000,63.000000,845240
2005-08-06,63.500000,64.900002,62.500000,63.099998,63.099998,551380
2005-08-13,63.000000,63.400002,60.500000,61.000000,61.000000,229240
2005-08-20,61.200001,66.699997,61.000000,62.299999,62.299999,331380
2005-08-27,62.200001,77.300003,61.500000,69.699997,69.699997,1128060
2005-09-03,70.000000,74.300003,68.500000,71.900002,71.900002,270140
2005-09-10,71.500000,72.900002,62.599998,64.699997,64.699997,381770
2005-09-17,65.699997,70.800003,62.500000,66.800003,66.800003,501310
2005-09-24,66.800003,69.500000,64.699997,68.000000,68.000000,297380
2005-10-01,68.099998,71.199997,64.000000,64.699997,64.699997,401640
2005-10-08,64.400002,66.000000,59.799999,60.500000,60.500000,268740
2005-10-15,60.599998,63.700001,59.900002,60.700001,60.700001,212850
2005-10-22,61.000000,62.599998,54.500000,58.900002,58.900002,340130
2005-10-29,59.200001,59.200001,55.000000,57.000000,57.000000,362930
